goods_no,카테고리,brand,name,sale_price,건성적합,지성적합,저자극,진정효과,보습효과,미백효과,리뷰수,출처
A000000222860,에센스_세럼_엠플,아이오페,아이오페 비타민C 엑스퍼트 25% 항산화 토닝 앰플 23ml 기획 (+필패드 1매 + 선앰플 10ml),44000,31.0,5.0,43.0,16.0,22.0,62.0,529,실측
A000000222907,에센스_세럼_엠플,셀퓨전씨,[쿨링입문템/4계절쿨링] 셀퓨전씨 포스트 알파 쿨링 스킨 부스터 세럼 150ml+30ml 기획세트,28000,25.0,19.0,70.0,58.0,41.0,1.0,1175,실측
A000000223619,에센스_세럼_엠플,차앤박,[흔적미백/PDRN] 차앤박 더마앤서 핑크토닝 딥인샷 앰플 30ml,40500,41.0,7.0,50.0,17.0,45.0,38.0,248,실측
A000000224110,에센스_세럼_엠플,아이오페,[PDRN] 아이오페 PDRN 카페인 샷 30ml 기획 (+5ml*3ea),37500,45.0,5.0,65.0,25.0,44.0,30.0,1618,실측
A000000224647,에센스_세럼_엠플,유세린,[티아미돌입문세럼/광채홈케어] 유세린 이븐래디언스 일루미네이팅 세럼 30ml,35900,47.0,3.0,71.0,13.0,58.0,29.0,272,실측
A000000224862,에센스_세럼_엠플,오휘,오휘 프라임 어드밴서 디에이징 PDRN 부스터샷 50ml,76000,45.76,4.15,76.93,14.11,54.6,29.91,11,예측
A000000225460,에센스_세럼_엠플,크리니크,크리니크 멜라닌안녕세럼 30ml 기획 (+10ml*2 증정),89250,28.88,13.29,69.94,44.77,41.74,26.42,12,예측
A000000225604,에센스_세럼_엠플,차앤박,[흔적잡티케어/PDRN] 차앤박 더마앤서 핑크토닝 딥인샷 앰플 30ml 기획 (+15ml),40500,36.0,7.0,47.0,23.0,37.0,40.0,819,실측
A000000226498,에센스_세럼_엠플,메디큐브,[1등미백앰플] 메디큐브 PDRN 핑크 앰플 30ml 기획 (본품+리필 50ML+겔패드 2매입*2개),24400,53.0,5.0,73.0,21.0,55.0,23.0,22727,실측
A000000226568,에센스_세럼_엠플,닥터자르트,[미백&주름개선] NEW 닥터자르트 브라이타민 브라이트닝 세럼 앰플,19900,40.0,6.0,65.0,18.0,22.0,60.0,168,실측
A000000226952,에센스_세럼_엠플,눅스,[생기/항산화 세럼]눅스 프로디쥬스 글로우 부스트 세럼 30ml 기획(+플로럴오일 10ml 증정),49800,49.0,3.0,62.0,26.0,46.0,28.0,361,실측
A000000227984,에센스_세럼_엠플,유리아쥬,[피지/모공케어 로션] 유리아쥬 이제악 3-레귤+ 40ML,28800,30.0,30.0,45.0,58.0,42.0,0.0,33,실측
A000000229191,에센스_세럼_엠플,울트라브이,울트라브이 이데베논 프레스티지 앰플 10ml,12510,26.0,13.0,71.0,13.0,23.0,65.0,30,실측
A000000229219,에센스_세럼_엠플,랑콤,랑콤 제니피끄 세럼 30ml,107100,37.0,11.29,74.56,26.63,49.25,15.76,12,예측
A000000229225,에센스_세럼_엠플,유리아쥬,유리아쥬 이제악 뉴스킨 세럼 30ml,37400,7.0,46.0,33.0,81.0,16.0,3.0,67,실측
A000000229489,에센스_세럼_엠플,아이오페,아이오페 XMD 스템3 클리니컬 리커버리 세럼 30ml,53550,42.79,7.33,73.89,21.54,59.62,18.12,6,예측
A000000229494,에센스_세럼_엠플,아이오페,[1등레티놀]아이오페 레티놀 슈퍼 바운스 세럼 30ml,42500,43.0,7.0,57.0,21.0,39.0,39.0,45,실측
A000000229522,에센스_세럼_엠플,성분에디터,[모공타이트닝앰플/4중모공개선] 성분에디터 그린토마토 NMN 포어 리프팅 앰플 40ml,14900,31.0,15.0,70.0,37.0,42.0,21.0,1168,실측
A000000231076,에센스_세럼_엠플,성분에디터,[1등 탄력앰플/녹는실리프팅] 성분에디터 실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 40ml더블기획(+키링 파우치)*,22900,38.0,4.0,67.0,22.0,43.0,36.0,2171,실측
A000000231778,에센스_세럼_엠플,라로슈포제,라로슈포제 시카플라스트 리페어 에센스 30ml,55000,45.0,9.0,77.0,58.0,42.0,0.0,505,실측
A000000232355,에센스_세럼_엠플,아이오페,아이오페 레티놀 레티젝션 세럼 30ml,49900,32.54,8.64,41.6,20.67,20.16,58.73,2,예측
A000000232357,에센스_세럼_엠플,아이오페,아이오페 레티놀 레티젝션 세럼 30ml 기획 (+세럼10ml+크림15ml),49900,27.0,13.0,29.0,18.0,17.0,65.0,518,실측
A000000232382,에센스_세럼_엠플,마미케어,[순수비타민C/잡티앰플] 마미케어 오쏘타민 비타민C 앰플 15ml,26000,30.0,8.0,40.0,17.0,20.0,63.0,386,실측
A000000232962,에센스_세럼_엠플,나노레시피,나노레시피 비타민 C 리포좀 앰플 30ml,11600,22.0,9.0,59.0,18.0,22.0,59.0,116,실측
A000000232991,에센스_세럼_엠플,빌리프,[NEW] 빌리프 맨101 아쿠아 리프레셔 125ml,29260,44.49,8.63,72.81,30.18,57.83,13.87,4,예측
A000000235247,에센스_세럼_엠플,웰라쥬,[속건조필수템] 웰라쥬 리얼 히알루로닉 블루 100 앰플 75ml 2입 기획 (+마스크1매),29900,39.0,14.0,78.0,24.0,75.0,1.0,18363,실측
A000000236422,에센스_세럼_엠플,아이오페,[자극도0.0/입문레티놀] 아이오페 레티놀 슈퍼 바운스 세럼 30ml +25ml 기획,42500,31.0,9.0,60.0,25.0,26.0,48.0,3021,실측
A000000237465,에센스_세럼_엠플,코스알엑스,코스알엑스 어드밴스드 비타민C 세럼 20g 기획 (+선세럼 15ml),21200,37.0,9.0,49.0,13.0,28.0,60.0,4019,실측
A000000237931,에센스_세럼_엠플,메디앤서,[리프팅UP]메디앤서 레티노이드 리프트실 세럼 30ml,25800,37.69,8.01,65.36,27.17,53.29,23.13,10,예측
A000000242341,에센스_세럼_엠플,아이오페,[글로우 부스팅샷] 아이오페 PDRN 카페인 샷 30ml 리필 기획 (+30ml 리필),37500,37.0,5.0,63.0,27.0,47.0,26.0,2454,실측
A000000242565,에센스_세럼_엠플,성분에디터,[산리오 콜라보/1등모공앰플] 성분에디터 그린토마토 NMN 포어 리프팅 앰플 40ml 더블 기획 (+산리오 빗거울)*,23000,32.0,12.0,71.0,36.0,47.0,17.0,4388,실측
A000000244897,에센스_세럼_엠플,코스알엑스,[속보습]코스알엑스 더 6 펩타이드 스킨 부스터 세럼 30ml,5600,45.0,10.0,69.0,24.0,71.0,5.0,502,실측
A000000246123,에센스_세럼_엠플,더마팩토리,[단독기획] 더마팩토리 나이아신아마이드 20% 세럼 30ml 2입 기획,11400,23.0,24.0,49.0,37.0,22.0,42.0,1293,실측
A000000247184,에센스_세럼_엠플,토리든,[코르티스PICK]토리든 밸런스풀 시카 컨트롤 세럼 50ml 한정 리필 기획 (+리필 50ml+패드 10매),18400,23.0,20.0,68.0,76.0,23.0,1.0,8527,실측
A000000247732,에센스_세럼_엠플,믹순,믹순 히알레배 포어 버블 세럼 70ml 기획 (+팩브러쉬),14900,41.0,16.0,76.0,21.0,78.0,1.0,13299,실측
A000000247770,에센스_세럼_엠플,아누아,[수지세럼] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30ml 더블 기획,57500,61.0,5.0,81.0,18.0,79.0,2.0,23503,실측
A000000248700,에센스_세럼_엠플,포레스트 서울,[금손 민킴PICK/화잘먹 단독기획] 그린핑거 포레스트 피톤 수분시카 세럼 50ml 기획(+세럼10ml+크림10ml)*,33000,44.0,10.0,92.0,34.0,64.0,3.0,6983,실측
A000000249969,에센스_세럼_엠플,셀라딕스,[드래곤길들이기 콜라보] 셀라딕스 세범 리밸런싱 RX 131 앰플 30ml 기획 + 랜덤 키링 1종 증정,26900,18.0,19.0,66.0,75.0,22.0,3.0,3766,실측
A000000250099,에센스_세럼_엠플,라로슈포제,라로슈포제 시카플라스트 리페어 에센스 30ml 기획 (+시카밤3ml+시카라방3ml),55000,30.0,12.0,62.0,57.0,39.0,4.0,607,실측
A000000250105,에센스_세럼_엠플,라로슈포제,[피지각질케어] 라로슈포제 에빠끌라 듀오+ M 트러블 에센스 40ml 기획(+에빠끌라 폼 50ml),35000,14.0,39.0,48.0,75.0,18.0,7.0,3545,실측
A000000250345,에센스_세럼_엠플,아이오페,[콜라겐부스터]아이오페 레티놀 레티젝션 세럼 20ml 기획 (+15ml),33900,27.0,10.0,37.0,22.0,19.0,59.0,1084,실측
A000000250476,에센스_세럼_엠플,에스네이처,[1등 화잘먹 수분세럼] 에스네이처 아쿠아 스쿠알란 세럼 50ml 리필기획 (+50ml 리필+발렌 하트 거울),35000,41.0,9.0,78.0,24.0,74.0,1.0,6664,실측
A000000250666,에센스_세럼_엠플,한율,[1+1] 한율 쑥히알 세럼 40ml 드롭드롭드롭 콜라보 기획 (+40ml 리필+딜리백 키링),25500,15.0,40.0,77.0,33.0,66.0,1.0,6879,실측
A000000250859,에센스_세럼_엠플,디어클레어스,[리락쿠마 콜라보/진정1등] 클레어스 블루 유스 액티베이팅 드롭 50ml 한정기획 (+리락쿠마 파우치),36800,18.0,27.0,71.0,80.0,18.0,2.0,6406,실측
A000000252128,에센스_세럼_엠플,유세린,[재입고 완료/글로벌 대란템] 유세린 티아미돌 부스터 세럼 30ml 기획 (+마스크팩 1매+페이스쿨러),40900,32.0,10.0,41.0,23.0,28.0,50.0,603,실측
A000000253383,에센스_세럼_엠플,닥터지,[수분쿨링/포켓몬 에디션] 닥터지 레드블레미쉬 클리어 히알 시카 수딩 세럼 50ml 기획 (리필50ml+꼬부기파우치),40000,30.0,17.0,77.0,59.0,41.0,1.0,4314,실측
A000000255068,에센스_세럼_엠플,셀라딕스,[조유리 PICK/한정수량] 셀라딕스 트러블 세범 리밸런싱 131 앰플 30ml 기획 (+리필 10ml),25400,21.0,25.0,72.0,68.0,29.0,3.0,4290,실측
A000000256047,에센스_세럼_엠플,토리든,[NEW] 토리든 다이브인 저분자 히알루론산 세럼 50ml 더블 기획 (밸풀 세럼 20ml+선크림 20ml),38000,39.0,11.0,79.0,26.0,73.0,1.0,4309,실측
A000000257698,에센스_세럼_엠플,달바,[26년 신형/대용량] 달바 비타 캡슐 세럼 나이아신아마이드 5퍼센트 100ml 기획,42900,67.0,3.0,80.0,15.0,67.0,19.0,342,실측
A000000261548,에센스_세럼_엠플,셀비엔,셀비엔 갈락토미세스 앰플97 155ml,16830,0.0,0.0,0.0,0.0,0.0,0.0,124,실측
A000000261830,에센스_세럼_엠플,눅스,[NEW기획/광채세럼]눅스 프로디쥬스 부스트 글로우 부스팅 세럼 30ml 기획(+쉬머오일 10ml)(2607),43900,44.96,8.27,64.41,10.16,45.66,34.21,28,예측
B000000248711,에센스_세럼_엠플,설화수,[업체배송] 설화수 윤조에센스 6세대 90ml 기획(+에센스90ml+클렌징폼50ml+에센스8ml+자음생크림5ml),126000,42.82,7.18,70.65,29.2,52.72,16.32,22,예측
A000000253617,오일_밤,마녀공장,[블랙헤드1등] 마녀공장 퓨어 소이빈 클렌징오일 200ml 2입 기획,23500,33.0,14.0,78.0,33.8,59.74,3.0,55753,실측
A000000231950,오일_밤,바닐라코,[블랙헤드/1등 클렌징밤] 바닐라코 클린잇제로 클렌징밤 100ml 2종 택1,15600,22.88,22.9,66.38,51.6,45.12,2.01,24876,예측
A000000225774,오일_밤,아누아,[말끔모공/피지순삭] 아누아 어성초 클렌징 듀오 기획 (오일 200ml+폼 150ml),25500,33.0,16.0,68.0,39.05,67.6,7.14,8328,실측
A000000260524,오일_밤,비플레인,[8월올영픽/피지쏙]비플레인 녹두 클렌징오일 200ml 더블 기획,24900,16.0,19.0,75.0,40.33,56.65,1.01,6483,실측
A000000259905,오일_밤,한스킨,[한정수량][최다구성] 한스킨 클렌징오일&블랙헤드 PHA 200ml 더블더블기획 (+30ml*2),23700,29.0,11.0,74.0,26.7,46.45,7.48,11747,실측
A000000231315,오일_밤,프리메라,[1+1] 프리메라 마일드 앤 퍼펙트 클렌징 오일 투 폼 200ml 리필기획/단품,20800,32.0,10.0,68.0,27.85,60.79,6.7,5601,실측
A000000202472,오일_밤,에이프릴스킨,[피지순삭/요철삭제] 에이프릴스킨 당근클렌징밤 90ml 기획 (+미니밤 2개 증정),19900,34.22,13.4,78.79,31.79,59.42,6.61,12309,예측
A000000225801,오일_밤,비플레인,[우유멜팅] 비플레인 녹두 모공 클렌징 밀크밤 100ml 기획 (+3ml*4개),18500,25.11,15.58,70.22,37.06,36.68,31.82,3314,예측
A000000230421,오일_밤,포들,[12ml증정/모공세정] 포들 2X 프레시밤 밤투폼 클렌징밤 130ml 기획,22050,22.49,23.37,68.23,55.58,34.69,8.01,18248,예측
A000000205555,오일_밤,아누아,[박희선 Pick/피지쏙] 아누아 어성초 포어 컨트롤 클렌징오일 200ml 2입,25900,29.0,18.0,71.0,26.08,72.0,5.6,18264,실측
A000000238532,오일_밤,유이크,[장벽 클렌징밤]유이크 바이옴 베리어 콜라겐 퍼밍 클렌징밤 100ml (+20ml 추가증정),19350,27.21,13.72,65.52,49.92,42.21,8.53,4590,예측
A000000174279,오일_밤,아누아,[박희선Pick/피지순삭] 아누아 어성초 피지쏙 클렌징오일 200ml,15000,26.0,17.0,70.0,26.08,72.0,5.6,6241,실측
A000000165797,오일_밤,넘버즈인,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,23500,25.0,15.0,68.0,22.93,68.59,11.56,14876,실측
A000000259721,오일_밤,청미정,[성분천재/올리브오일 52%] 청미정 알로에발효 클렌징오일 (단품/기획),25140,23.77,17.49,69.13,69.88,44.08,0.0,17,예측
A000000191483,오일_밤,아누아,[박희선Pick/대용량] 아누아 어성초 포어 컨트롤 클렌징오일 350ml,21900,25.0,18.0,71.0,26.08,72.0,5.6,11304,실측
A000000181478,오일_밤,비플레인,[피지쏙/눈시림ZERO] 비플레인 녹두 클렌징 오일 200ml 기획 (+50ml),19900,25.0,18.0,73.0,50.13,47.45,0.0,7191,실측
A000000184908,오일_밤,바이오더마,바이오더마 센시비오 미셀라 클렌징 오일 150ml,24000,44.0,8.0,73.0,26.3,53.13,15.67,2230,실측
A000000250980,오일_밤,넘버즈인,[세럼클렌저] 넘버즈인 3번 보들보들 모공결 클렌징 오일 200ml,18900,31.0,14.0,79.0,40.45,50.08,1.35,1772,실측
A000000227650,오일_밤,토르홉,[단독기획/피지케어] 토르홉 카모스 블랙 소금 미온스팀 클렌징 젤밤 100g (+5g*2ea 증정),18600,32.05,11.63,73.91,31.73,65.24,0.0,2064,예측
A000000137728,오일_밤,그레이멜린,그레이멜린 카놀라크레이지 클렌징오일 더블 기획,18000,28.0,12.0,70.0,31.89,61.82,1.6,4079,실측
A000000198831,오일_밤,마몽드,[하루특가/피지클렌징] NEW 마몽드 민트 포어 클리어 클렌징밤 100mL (+민트차콜릿팩클렌저 25g 증정기획),18000,27.09,22.13,78.29,46.36,51.68,7.8,7065,예측
A000000244479,오일_밤,랑벨,랑벨 내츄럴 딥 클렌징 오일 205ml 기획 (+클렌징오일 23ml),19900,32.0,11.0,73.0,47.13,51.32,0.0,1413,실측
A000000230560,오일_밤,휩드,[듀얼클렌징퍼프 증정] 휩드 무화버터 비건 캐러멜 클렌징밤 90ml 기획,22900,29.18,13.41,71.64,27.64,57.31,8.37,1097,예측
A000000202678,오일_밤,바닐라코,[블랙헤드 쏙] 바닐라코 클린잇제로 포어클래리파잉 클렌징밤 100ml,15600,20.8,24.67,68.83,53.46,39.46,3.07,20781,예측
A000000244756,오일_밤,뉴트로지나,[세안밴드세트증정/1+1기획/산뜻모공] 뉴트로지나 딥클린 클렌징 오일 200ml,21800,26.0,16.0,62.0,26.58,62.46,16.63,2833,실측
A000000233330,오일_밤,식물나라,[셔벗밤] 식물나라 제주 탄산수 딥 모공 클렌징 셔벗 밤 100ml,8800,23.12,21.36,71.94,48.84,46.96,2.98,1129,예측
A000000165715,오일_밤,센카,센카 올 클리어 오일 230ml,13200,26.0,13.0,61.0,26.33,56.94,9.68,1837,실측
A000000161510,오일_밤,마녀공장,[단독기획] 마녀공장 허브 그린 클렌징오일 200ml (+약산성소다폼 20ml*2ea),14730,28.0,13.0,68.0,41.9,59.41,1.91,10910,실측
A000000207736,오일_밤,비플레인,[갈아쓰는 맷돌밤] 비플레인 녹두 모공 그라인딩 클렌징밤 100ml,19900,28.25,15.0,75.59,36.32,64.81,6.42,2258,예측
A000000226125,오일_밤,닥터엘시아,[포어깎아밤] 닥터엘시아 포어 리프레쉬 그라인딩 클렌징밤 50ml,19900,28.7,13.52,72.25,41.22,44.67,9.04,609,예측
