goods_no,카테고리,brand,name,sale_price,건성적합,지성적합,저자극,진정효과,보습효과,미백효과,리뷰수,출처
A000000167170,크림,차앤박,[쿨링/수분] 차앤박 아쿠아 수딩 크림 1+1 기획,26400,37.0,15.0,73.0,42.0,57.0,1.0,915,실측
A000000229093,크림,퍼셀,[총75ml/수분탄력크림] 퍼셀 픽셀바이옴 히알 콜라겐 유산균 크림 50ml 기획 (+25ml),26000,55.0,9.0,90.0,14.0,81.0,4.0,2505,실측
A000000126470,크림,유세린,[장벽크림] 유세린 울트라 센서티브 리페어 크림 50ml,25900,48.0,8.0,78.0,41.0,58.0,1.0,773,실측
A000000257838,크림,오휘,[이달의신상] 오휘 기미케어 3-STEP 콜라겐 톤업선 50ml / 데니어 팩트 리필 기획 / 멜라토닝 크림 60ml,36100,42.94,7.87,73.13,12.96,32.95,47.74,6,예측
A000000238378,크림,닥터자르트,닥터자르트 프리쥬비네이션 퍼밍 바쿠치올 아이크림 15ml 기획 (+아이패치),52000,57.0,8.0,74.0,15.0,47.0,39.0,101,실측
A000000211402,크림,닥터자르트,[슬로우에이징/탄력크림] 닥터자르트 프리쥬비네이션 퍼밍 바쿠치올 크림 50ml,50400,49.0,4.0,70.0,17.0,44.0,39.0,319,실측
A000000229455,크림,셀라딕스,셀라딕스 트러블 세라 캡슐 131 크림 95ml,24210,27.0,18.0,56.0,66.0,31.0,3.0,71,실측
A000000218592,크림,닥터자르트,[한정기획/강력진정크림] 닥터자르트 시카페어 인텐시브 수딩 리페어 크림 50ml 1+1 기획,50000,32.0,14.0,72.0,67.0,31.0,2.0,3922,실측
A000000144843,크림,라운드랩,[저자극] 라운드랩 1025 독도 크림 80ml 기획 (+20ml),24000,46.0,7.0,79.0,24.0,75.0,1.0,2289,실측
A000000247713,크림,브링그린,[흔적케어]브링그린 징크테카 리페어 흔적 크림 80ml (콜라보/기획),24000,28.0,17.0,66.0,63.0,34.0,3.0,1259,실측
A000000160584,크림,소본,소본 그린 시카 더마 리페어 크림 40ml,23400,41.0,9.0,84.0,54.0,42.0,4.0,740,실측
A000000212725,크림,더하르나이,[피부장벽강화크림] 더하르나이 시카이드 밤 100ml기획(+앰플5ml*3p+크림5ml*2p),23200,52.0,4.0,79.0,38.0,62.0,0.0,233,실측
A000000254720,크림,아이오페,아이오페 비타민C 엑스퍼트 40% 마스크 컨센트레이트 15g 기획 (+ PDRN 10ml),47200,50.0,13.0,50.0,13.0,25.0,63.0,561,실측
A000000242515,크림,센텔리안24,[1등 손상장벽] 센텔리안24 마데카 크림 PDRN 기획세트 50ml+15ml,46000,52.0,5.0,85.0,28.0,63.0,9.0,1300,실측
A000000247881,크림,이즈앤트리,[NCT 재민PICK/리뉴얼] 이즈앤트리 어니언 뉴페어 겔크림 플러스 50ml,21900,32.0,15.0,77.0,54.0,40.0,6.0,156,실측
A000000248363,크림,지피덤,[장벽바이오크림] 지피덤 셀트리온EGF 스킨베리어 인텐시브 크림 80ml 기획 (+크림15ml+앰플1ml*3ea),21760,49.0,6.0,93.0,23.0,73.0,4.0,3540,실측
A000000213237,크림,스킨푸드,[NEW/올영단독] 스킨푸드 캐롯 카로틴 릴리프 크림 기획(70ml+30ml),20800,14.0,21.0,69.0,57.0,41.0,1.0,291,실측
A000000258294,크림,토리든,토리든 다이브인 저분자 히알루론산 수딩 크림 100ml 2입 기획,42000,34.0,11.0,76.0,35.0,64.0,1.0,183,실측
A000000145662,크림,크리니크,[1+1] 크리니크 시베리아리치크림 50ml 기획/단품,41650,53.0,5.0,70.0,26.0,73.0,1.0,350,실측
A000000206212,크림,메디큐브,메디큐브 제로 모공 원데이 크림 50ml,19900,36.0,15.0,70.0,30.0,52.0,17.0,607,실측
A000000231833,크림,한율,[우즈PICK][유분잡는수분] 한율 쑥히알 수분 크림 60ml 기획(+31ml),19900,20.0,35.0,75.0,36.0,63.0,1.0,1891,실측
A000000246922,크림,더랩바이블랑두,[장벽크림] 더랩바이블랑두 프리바이오틱세라 크림 50ml,19900,46.0,9.0,70.0,38.0,61.0,1.0,74,실측
A000000231061,크림,메디테라피,[바르고 자는 톤업크림] 메디테라피 포쎄라 리얼 비피다 블러 크림 50ml,19800,40.0,12.0,74.0,10.0,42.0,49.0,113,실측
A000000173180,크림,비욘드,[100시간10층보습]비욘드 엔젤아쿠아 보습장벽크림 더블기획(150mlX2입)(비건),19760,49.0,6.0,80.0,18.0,81.0,1.0,2896,실측
A000000257712,크림,달바,[26년 신형] 달바 비타 캡슐 크림 나이아신아마이드 5퍼센트 55g,40900,48.27,5.45,75.48,18.98,64.34,18.23,8,예측
A000000246877,크림,닥터자르트,[리뉴얼/10겹장벽크림] 닥터자르트 세라마이딘 울트라 모이스처라이징 크림 50ml 1+1 기획,40800,60.0,3.0,71.0,22.0,72.0,5.0,4233,실측
A000000161573,크림,스킨1004,스킨1004 마다가스카르 센텔라 수딩 크림 75ml,19550,30.0,20.0,86.0,49.0,48.0,2.0,486,실측
A000000179154,크림,더랩바이블랑두,[순한진정] 더랩바이블랑두 그린 플라보노이드 진정 크림 50ml+30ml 기획,19500,17.0,25.0,76.0,70.0,30.0,0.0,4135,실측
A000000199155,크림,라운드랩,[민감진정] 라운드랩 포 맨 소나무 진정 시카 크림 75ml,18900,22.0,17.0,62.0,75.0,24.0,0.0,1588,실측
A000000241952,크림,세타필,[붉은기완화] 세타필 시카 세라 장벽 크림 45ml,18900,44.0,9.0,83.0,39.0,60.0,1.0,855,실측
A000000186457,크림,리쥬란,[c-PDRN 기미크림/광노화케어 신소재] 리쥬란 바이옴 힐러 유스 포뮬러 크림 50ml,39000,46.0,8.0,72.0,13.0,53.0,34.0,350,실측
A000000219096,크림,바이오던스,바이오던스 스킨 글로우 에센스 크림 50ml,39000,63.0,3.0,73.0,15.0,80.0,5.0,231,실측
A000000258860,크림,코이,[고현정 PICK]코이 플로우 리프팅 랩핑 크림 포어앤쿨 50g 기획 (+ 미니 20g),38900,24.0,22.0,97.0,57.0,32.0,11.0,37,실측
A000000248422,크림,아누아,[박희선Pick] 아누아 어성초 77 B3 징크 수딩 크림 80ml,18500,41.0,13.0,79.0,48.0,51.0,1.0,185,실측
A000000189056,크림,에스트라,[PDRN]에스트라 리제덤365 밀도탄력 캡슐크림 50ml,38200,50.0,4.0,72.0,23.0,52.0,26.0,1373,실측
A000000168871,크림,CKD,CKD 레티노콜라겐 저분자 300 크림 1+1 기획,38000,44.0,4.0,67.0,16.0,41.0,43.0,4314,실측
A000000248823,크림,웰라쥬,웰라쥬 리얼 히알루로닉 수딩 크림 80ml,17800,31.0,26.0,82.0,30.0,69.0,0.0,1294,실측
A000000228255,크림,더마팩토리,더마팩토리 바쿠치올 1% 크림 30g,8000,29.0,11.0,63.0,23.0,38.0,39.0,282,실측
A000000163689,크림,비플레인,[트러블케어/스팟진정] 비플레인 시카테롤 스팟 트리트먼트 15ml,17600,20.0,20.0,73.0,88.0,11.0,1.0,695,실측
A000000203033,크림,토리든,토리든 셀메이징 저분자 콜라겐 탄력 아이크림 30ml 기획 (+아이마사저),17500,38.0,7.0,66.0,22.0,43.0,35.0,998,실측
A000000230916,크림,성분에디터,[포켓몬 에디션/화잘먹크림] 성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml 더블 기획 (+포켓몬 키링+스티커),17500,29.0,19.0,70.0,35.0,48.0,17.0,1542,실측
A000000232731,크림,리브엠,[화잘먹 엑소좀수분크림] 리브엠 워터핏 8중 수분착붙 크림 100ml,10900,55.0,7.0,91.0,11.0,87.0,2.0,1648,실측
A000000216580,크림,셀퓨전씨,[민감피부진정/쿨링수분크림] 셀퓨전씨 포스트 알파 시카 카밍 다운 크림 50ml 기획 (+50ml 리필),36000,35.0,14.0,76.0,64.0,32.0,4.0,352,실측
A000000179132,크림,AHC,AHC 유스래스팅 리얼 아이크림 포 페이스 스페셜 링클케어 세트 (35ml+7ml),16900,41.0,5.0,64.0,21.0,38.0,40.0,3351,실측
A000000210452,크림,라돌프,[피지캐는크림] 라돌프 퓨어파지 크림 알엑스 80g,35100,32.0,16.0,88.0,19.0,68.0,13.0,428,실측
A000000249650,크림,동아제약,[여드름기능성] 동아제약 아크네 프로 겔제 30ml,16700,31.0,25.0,89.0,67.0,31.0,2.0,1648,실측
A000000208491,크림,이지듀,이지듀 EGF 글루타치온 기미잡티 크림 105ml,35000,45.0,0.0,68.0,20.0,49.0,31.0,285,실측
A000000250781,크림,더마픽스,더마픽스 리얼콜라겐 텐션업 앰플크림 50g,35000,40.51,13.82,72.48,35.89,55.68,8.82,5,예측
A000000149810,크림,바이오더마,바이오더마 아토덤 인텐시브 젤 크림 200ml,34500,31.0,21.0,75.0,53.0,46.0,1.0,2614,실측
A000000188950,크림,한율,한율 빨간쌀 보습탄력 크림 55ml,34300,54.0,3.0,75.0,21.0,73.0,5.0,676,실측
A000000143958,크림,바이오더마,바이오더마 아토덤 인텐시브 밤 75ml,16150,61.0,4.0,80.0,19.0,80.0,0.0,1930,실측
A000000216405,크림,브링그린,브링그린 슈퍼레몬 글루타치온 아이크림 30mL 더블기획,16000,37.0,5.0,63.0,23.0,38.0,39.0,858,실측
A000000205885,크림,나인위시스,[수분톤업/화잘먹 톤프렙] 나인위시스 비건 화이트 톤업 크림 50ml 기획 (+20ml 증정),15800,34.0,11.0,68.0,20.0,29.0,51.0,4515,실측
A000000247578,크림,아벤느,아벤느 이드랑스 아쿠아 크림-인-젤 50ml 기획(에센스인로션25ml+클리낭스젤15ml)(2602),32000,39.0,12.0,71.0,33.0,65.0,1.0,75,실측
A000000258830,크림,피지오겔,[화잘먹크림] 피지오겔 DMT 리제너러티브 크림 100ml 기획(+토너 50ml),31500,51.0,6.0,81.0,20.0,79.0,0.0,1796,실측
A000000145285,크림,닥터디퍼런트,[레티날입문0.05%] 닥터디퍼런트 비타리프트-A 크림 20g,31020,33.0,10.0,32.0,19.0,18.0,62.0,1143,실측
A000000211109,크림,파티온,파티온 노스카나인 트러블 흔적 리페어 크림 50ml 기획 (+5ml),29700,20.0,18.0,76.0,68.0,25.0,7.0,1998,실측
A000000141321,크림,디오디너리,[눈가케어] 디오디너리 카페인 솔루션 5% + EGCG 30ml,14000,38.0,13.0,56.0,22.0,37.0,41.0,507,실측
A000000246323,크림,프리메이,[100시간 보습 대용량]프리메이 진정한 수분 크림 100ml (+30ml+30ml),13900,31.0,17.0,77.0,29.0,71.0,1.0,6480,실측
A000000163651,크림,닥터지,[증정기획] 닥터지 로얄 블랙스네일 크림세트 (50ml+15ml 증정),29400,57.0,3.0,69.0,16.0,68.0,15.0,995,실측
A000000198166,크림,라네즈,[100시간 속보습] 라네즈 워터뱅크 모이스춰 크림 45ml 기획 (+25ml),29000,55.0,5.0,77.0,20.0,79.0,1.0,1094,실측
A000000198199,크림,라네즈,[꾸덕보습] 라네즈 워터뱅크 인텐시브 크림 45ml 기획 (+10ml*2ea),29000,66.0,3.0,73.0,20.0,78.0,1.0,876,실측
A000000207029,크림,제나벨,제나벨 PDRN 리쥬비네이팅 크림 70ml,29000,45.0,6.0,82.0,27.0,61.0,11.0,2387,실측
A000000247726,크림,메이크프렘,[박지훈PICK/한정기획] 메이크프렘 인테카 수딩크림 70ml 기획 (+크림 31ml*2+NMN 앰플 7ml),29000,25.0,18.0,77.0,62.0,37.0,1.0,28748,실측
A000000200133,크림,아벤느,[민감/진정크림]아벤느 똘레랑스 하이드레이팅 플루이드 40ml,28900,41.0,12.0,82.0,44.0,55.0,1.0,353,실측
A000000259927,크림,라니쥬,라니쥬 리텐셜 크림 80ml,28900,55.0,6.0,91.0,23.0,71.0,6.0,201,실측
A000000214288,크림,라운드랩,[10층탄력] 라운드랩 동백 딥 콜라겐 탄력 크림 50ml 기획 (+10ml),28500,44.0,5.0,76.0,15.0,51.0,34.0,771,실측
A000000145333,크림,닥터디퍼런트,[산뜻/지성크림] 닥터디퍼런트 113 세콜지 모이스처라이저 100ml,28000,12.0,49.0,75.0,38.0,62.0,0.0,576,실측
A000000163687,크림,비플레인,[수분진정] 비플레인 시카테롤 크림 60ml,28000,27.0,16.0,74.0,63.0,34.0,3.0,172,실측
A000000166418,크림,비판톨,비판톨 더마 리플레니싱 데일리 모이스처 페이스 크림 50ml,28000,46.0,7.0,84.0,35.0,64.0,1.0,256,실측
A000000213535,크림,프라나롬,[만능 시카밤] 프라나롬 시카롬 리페어 밤 40ml,27900,34.0,8.0,70.0,79.0,20.0,1.0,153,실측
A000000210288,크림,파티온,[단독기획/PDRN] 파티온 노스카나인 트러블 모공탄력 크림 45ml 기획(+15ml),27800,30.0,18.0,84.0,34.0,51.0,15.0,2149,실측
A000000170691,크림,유세린,유세린 이븐래디언스 다크서클 아이크림 15ml,27300,33.0,5.0,65.0,21.0,42.0,38.0,426,실측
A000000230016,크림,한율,한율 어린쑥 수분진정 크림 55ml 기획 (+25ml+랩핑시트팩 1매),27300,27.0,15.0,73.0,63.0,37.0,0.0,4968,실측
A000000174356,크림,아벤느,[수분/진정]아벤느 클리낭스 아쿠아크림-인-젤 수분 크림 50ml,26900,30.0,23.0,77.0,45.0,55.0,0.0,821,실측
A000000238929,크림,차앤박,[광채크림/NEW대용량] 차앤박 프로폴리스 앰플 액티브 샷 크림 75ml 2입,26900,42.0,6.0,59.0,34.0,58.0,8.0,2645,실측
A000000172476,크림,차앤박,차앤박(CNP) 프로폴리스 멀티 앰플밤 1+1 기획,26600,44.0,4.0,72.0,21.0,65.0,14.0,677,실측
A000000211188,크림,피지오겔,피지오겔 시카밸런스 포맨 카밍 크림 70ml,25900,18.0,19.0,73.0,52.0,47.0,1.0,2401,실측
A000000229594,크림,닥터멜락신,닥터멜락신 시멘리트 칼슘 볼륨 크림 50ml,25900,44.0,4.0,84.0,10.0,38.0,52.0,103,실측
A000000241909,크림,라곰,[수분밀착/장벽케어] 라곰 셀러스 딥 모이스쳐 크림 60ml,25600,56.0,5.0,91.0,9.0,90.0,1.0,297,실측
A000000218756,크림,라운드랩,[흔적말끔] 라운드랩 소나무 진정 시카 크림 플러스 60ml 기획 (+토너 20ml),25500,26.0,16.0,77.0,73.0,26.0,1.0,2684,실측
A000000241360,크림,라씨엘르,[초마드 PICK] 라씨엘르 신선초 진정에이징 핏 크림 50ml,25200,44.0,13.0,93.0,41.0,43.0,17.0,55,실측
A000000229591,크림,닥터멜락신,닥터멜락신 아이팔트 레티놀 아이백 아이크림 10g,24900,62.0,5.0,90.0,3.0,57.0,40.0,143,실측
A000000219391,크림,마몽드,[흔적진정] 마몽드 카밍 샷 아줄렌 크림 60ml 단품/기획,24700,28.0,16.0,71.0,56.0,41.0,3.0,408,실측
A000000172207,크림,수페,수페 버치 리치 오리진 크림 50ml,24500,51.0,10.0,95.0,26.0,70.0,4.0,175,실측
A000000150145,크림,더랩바이블랑두,[장벽UP] 더랩바이블랑두 저분자 히알루론산 카밍+ 크림 80ml 대용량 기획(+20ml),23500,28.0,14.0,80.0,31.0,69.0,1.0,3820,실측
A000000230344,크림,지피덤,[수분진정/시원탱글] 지피덤 셀트리온EGF 스킨베리어 하이드레이팅 수분크림 80ml,23460,28.0,12.0,81.0,49.0,49.0,2.0,284,실측
A000000232730,크림,리브엠,[화잘먹 엑소좀진정크림] 리브엠 시카좀 카밍 워터 젤크림 100ml,10900,34.0,24.0,82.0,58.0,41.0,1.0,331,실측
A000000201592,크림,헤브블루,[매끈결광/진정PDRN] 헤브블루 살몬 PDRN 케어링 센텔라 크림 100ml,23400,38.0,8.0,85.0,42.0,56.0,3.0,1635,실측
A000000225188,크림,로벡틴,[잡티흔적케어/광채 PDRN] 로벡틴 비타 더블 토닝 크림 50ml,23400,56.0,4.0,88.0,9.0,51.0,40.0,82,실측
A000000147130,크림,닥터지,[멀티보습밤] 닥터지 더모이스처 배리어 D 멀티밤 50ml,23200,70.0,3.0,82.0,13.0,86.0,1.0,1110,실측
A000000179129,크림,AHC,[판매량 1억개 돌파] AHC 텐 레볼루션 리얼 아이크림 포 페이스 스페셜 퍼밍 세트,23000,41.0,4.0,64.0,19.0,39.0,42.0,7471,실측
A000000191733,크림,AHC,[판매량 1억개 돌파] AHC 텐 레볼루션 리얼 아이크림 포 페이스 35ml,23000,46.0,4.0,65.0,17.0,39.0,43.0,2761,실측
A000000258315,크림,하다라보,[고보습나이트크림] 하다라보 고쿠쥰 퍼펙트 젤 100g,22800,40.68,12.58,80.42,29.84,74.74,0.22,8,예측
A000000249651,크림,동아제약,[트러블표적케어] 동아제약 아크네 프로 크림제 30ml,22700,32.0,22.0,89.0,64.0,34.0,2.0,1690,실측
A000000219754,크림,성분에디터,[고함량PDRN/수분장벽] 성분에디터 알래스카 PDRN 울트라 모이스처라이징 배리어 크림 50ml,22620,65.0,6.0,97.0,4.0,94.0,2.0,146,실측
A000000250188,크림,가히,[촉촉광채/올인원멀티케어] 가히 멀티밤 9g,22600,48.0,2.0,73.0,19.0,60.0,21.0,48,실측
A000000204171,크림,라운드랩,[미백/잡티] 라운드랩 비타 나이아신 잡티크림 50ml,22400,37.0,11.0,72.0,20.0,31.0,49.0,422,실측
A000000237954,크림,퓨리토 서울,퓨리토 서울 마이티 밤부 판테놀 크림 100ml,22400,40.0,9.0,87.0,37.0,61.0,2.0,181,실측
A000000234384,크림,브링그린,[속보습] 브링그린 블루빈 B5-PDRN 마일드 크림 100ml (+블루빈로션 10ml),22000,48.0,7.0,76.0,22.0,77.0,1.0,553,실측
A000000249736,크림,동국제약,[색소침착/기미톤업제] 동국제약 멜라-셋 기미 토닝 크림 35g,21900,38.0,7.0,74.0,16.0,33.0,51.0,769,실측
A000000235581,크림,아리얼,[NEW] 더 에센셜 바이 아리얼 히알루로닉 13 크림 100ml,5900,51.0,10.0,90.0,15.0,83.0,1.0,1977,실측
A000000256038,크림,VT,[영서pick/쿨링진정] VT 피디알엔 캡슐크림 100 50ml,21000,41.0,7.0,74.0,34.0,61.0,5.0,217,실측
A000000135672,크림,아벤느,[손상/장벽 리페어] 아벤느 시칼파트 플러스 SOS 리페어 크림 40ml,20900,41.0,8.0,70.0,67.0,31.0,2.0,9691,실측
A000000164342,크림,비욘드,비욘드 엔젤아쿠아 시카크림 더블기획(150mlX2입)(비건),20800,29.0,12.0,73.0,49.0,49.0,2.0,1213,실측
A000000254645,크림,닥터지,[NEW/흔적토닝] 닥터지 비타 클리어 글루타샷 7 플러스 랩핑 흔적 크림 50ml,20160,35.06,10.24,74.65,28.37,54.08,15.93,5,예측
A000000246591,크림,더마젼시,[트러블진정템] 더마젼시 제로카 81 크림 60ml,20010,25.0,9.0,78.0,58.0,39.0,3.0,77,실측
A000000176050,크림,체이싱래빗,체이싱래빗 버니 라인 스무더 15ml (괄사아이크림),20000,34.0,5.0,74.0,14.0,39.0,47.0,496,실측
A000000186131,크림,메디큐브,메디큐브 레드 이레이징 크림 2.0 50ml,19900,19.0,19.0,59.0,53.0,19.0,28.0,544,실측
A000000242839,크림,아벤느,[밀도보습] 아벤느 이드랑스 리치 크림 40ml 2입 기획,19900,56.0,2.0,71.0,20.0,80.0,1.0,890,실측
A000000260203,크림,샤이샤이샤이,[한정기획/다크서클커버] 샤이샤이샤이 바나나 PDRN 컨실 아이크림 크림 15g (+ 미니언즈 키캡 키링),19800,31.0,8.0,69.0,15.0,23.0,62.0,61,실측
A000000217355,크림,스킨앤랩,[올영단독/장벽회복] 스킨앤랩 베리어덤 인텐시브 크림 2세대 50ml 1+1 기획,19550,52.0,5.0,87.0,18.0,81.0,1.0,9838,실측
A000000188831,크림,조선미녀,조선미녀 조선미녀크림 50ml,19200,49.0,10.0,68.0,26.0,61.0,13.0,166,실측
A000000213409,크림,반코르,[피부 맑음 케어/진정크림] 덱스판테놀17만ppm 장벽크림,19130,33.0,13.0,69.0,46.0,44.0,10.0,1509,실측
A000000200632,크림,성분에디터,[잡티미백케어] 성분에디터 머루포도 비타 C 잡티크림 50g,19120,34.0,6.0,83.0,15.0,39.0,45.0,153,실측
A000000198949,크림,원진이펙트,[기미/잡티/미백] 원진이펙트 멜라리스 크림 80g,18900,33.0,8.0,86.0,10.0,32.0,58.0,997,실측
A000000251937,크림,세타필,[20ml 증정/붉은기완화] 세타필 시카 세라 장벽 크림 45ml,18900,37.0,4.0,68.0,57.0,42.0,1.0,1046,실측
A000000235303,크림,리덴스,[잡티미백] 리덴스 톤앤스팟 리커버리 크림 80ml,18620,43.0,6.0,82.0,14.0,71.0,14.0,49,실측
A000000163496,크림,라운드랩,[수분진정] 라운드랩 포 맨 자작나무 수분 크림 75ml,18500,33.0,12.0,68.0,37.0,62.0,1.0,1128,실측
A000000242946,크림,메디힐,[패드증정/모공탄력크림] 메디힐 PDRN 더마 크림 50ml 기획 (+PDRN 패드 10매),17900,47.0,10.0,86.0,14.0,66.0,21.0,2165,실측
A000000243166,크림,성분에디터,[산리오 콜라보/화잘먹크림] 성분에디터 그린토마토 NMN 포어 리프팅 크림 50ml 기획 (+30ml+산리오 헤어핀),17900,36.0,13.0,69.0,29.0,57.0,13.0,1124,실측
A000000247174,크림,센텔리안24,[주름잡는] 센텔리안24 링클셀 코어 아이크림 25ml 기획 (+코어 세럼 10ml),17900,43.0,1.0,55.0,30.0,42.0,28.0,1757,실측
A000000206312,크림,피캄,[트러블부위 진정케어] 피캄 센텔라 트러블 스팟 15ml,17360,33.0,15.0,74.0,78.0,22.0,0.0,78,실측
A000000241577,크림,닥터엘시아,[수분크림] 닥터엘시아 아쿠아 마린 워터리 크림 50ml,17100,42.0,20.0,96.0,23.0,77.0,0.0,71,실측
A000000121934,크림,로벡틴,[응급진정/스팟케어]로벡틴 시카케어 스팟 밤 40ml,16900,21.0,15.0,78.0,80.0,19.0,1.0,552,실측
A000000236449,크림,퓨어그램,[본품증정/화잘먹크림] 퓨어그램 속건조필수템 저분자 하이드라 히알루론산 크림 120ml,16900,46.0,11.0,89.0,19.0,79.0,2.0,330,실측
A000000224294,크림,마미케어,[리뉴얼] 마미케어 바다포도 레티놀 모공탄력 크림 50g,15900,23.0,14.0,67.0,38.0,45.0,17.0,474,실측
A000000147087,크림,키노닉스,[진정케어/장벽크림] 키노닉스 원더 레미디 세라마이드 고보습 크림 50ml,13900,62.0,6.0,83.0,21.0,78.0,1.0,94,실측
A000000007088,크림,불독,불독 오리지널 모이스처라이저 100ml,32000,30.0,17.0,71.0,23.0,75.0,1.0,671,실측
A000000112890,크림,라로슈포제,[올리브베러단독] 라로슈포제 똘러리앙 센시티브 크림,24300,32.0,8.0,78.0,42.0,56.0,2.0,170,실측
A000000116004,크림,시카고,[끝장크림] 시카고 시카 피니쉬 크림 50ml,30100,35.0,7.0,79.0,57.0,39.0,4.0,110,실측
A000000116032,크림,유리아쥬,유리아쥬 오 떼르말 워터 크림 40ml,24000,53.0,6.0,86.0,17.0,82.0,1.0,158,실측
A000000117624,크림,엠브리올리스,엠브리올리스 레 크렘 콘센트레 75ml,34300,43.0,5.0,68.0,24.0,73.0,3.0,273,실측
A000000117807,크림,바이오더마,바이오더마 하이드라비오 크림 50ml,35000,48.0,6.0,75.0,18.0,73.0,9.0,844,실측
A000000118797,크림,유세린,[수분크림1+1] 유세린 아쿠아포린 액티브 리치크림 건성피부용 50ml,37800,71.0,1.0,76.0,15.0,83.0,2.0,1137,실측
A000000125012,크림,유리아쥬,유리아쥬 오 떼르말 워터 젤크림 40ml,24000,32.0,14.0,83.0,30.0,70.0,1.0,131,실측
A000000128656,크림,아임프롬,아임프롬 머그워트 크림 50g,19200,21.0,17.0,84.0,74.0,26.0,0.0,228,실측
A000000129575,크림,코스알엑스,코스알엑스 풀핏 프로폴리스 라이트 크림 65ml,28000,45.0,5.0,75.0,16.0,81.0,3.0,1369,실측
A000000130838,크림,크리니크,크리니크 모이스춰 써지 아이 96-아워 하이드로 컨센트레이트 15ml,63750,31.0,6.0,69.0,11.0,56.0,33.0,35,실측
A000000135340,크림,더랩바이블랑두,[장벽UP] 더랩바이블랑두 저분자 히알루론산 카밍+ 크림 50ml,23000,27.0,12.0,81.0,34.0,65.0,1.0,961,실측
A000000137162,크림,엠도씨,엠도씨 울트라 수분 크림 100ml,23000,35.96,15.34,75.21,43.62,37.12,22.39,15,예측
A000000137482,크림,로벡틴,[43만개 판매/민감피부 구원템] 로벡틴 카밍 연꽃수 크림 60ml,18000,24.0,14.0,73.0,49.0,50.0,1.0,226,실측
A000000141662,크림,유리아쥬,[온가족 페이스&바디크림] 유리아쥬 제모스 C8+ 끄렘 400ml,48000,75.0,4.0,79.0,12.0,86.0,1.0,156,실측
A000000141712,크림,다룸,DR다룸 베리어 크림 75ml,19600,36.0,7.0,83.0,50.0,48.0,2.0,303,실측
A000000141723,크림,라운드랩,라운드랩 자작나무 수분 크림 80ml,25600,30.0,16.0,70.0,37.0,63.0,0.0,413,실측
A000000144120,크림,애즈이즈투비,애즈이즈투비 아쿠아 부스팅 크림 50ml,16000,45.26,6.94,77.97,26.24,63.43,9.7,20,예측
A000000144918,크림,하다라보,[고보습광채크림] 하다라보 고쿠쥰 크림 50ml,21000,53.0,5.0,73.0,19.0,80.0,0.0,294,실측
A000000145286,크림,닥터디퍼런트,[매끈탱탱/레티날0.1%] 닥터디퍼런트 비타리프트-A 포르테 크림 20g,41600,34.0,10.0,31.0,20.0,16.0,64.0,3260,실측
A000000145332,크림,닥터디퍼런트,[탄력/보습크림] 닥터디퍼런트 131 세콜지 모이스처라이저 100ml,33600,46.0,1.0,77.0,18.0,72.0,10.0,339,실측
A000000145360,크림,유리아쥬,[진정영양/장벽크림] 유리아쥬 제모스 페이스 2입 기획 (40ml+40ml+제모스토너 50ml 증정),35100,58.0,4.0,79.0,17.0,82.0,1.0,402,실측
A000000145555,크림,스와니코코,스와니코코 펩타이드 아이크림 트리플 기획(20ml+20ml+20ml),27200,43.0,6.0,67.0,15.0,38.0,48.0,596,실측
A000000145579,크림,라운드랩,[속수분크림] 라운드랩 자작나무 수분 크림 80ml 기획 (+20ml),25600,25.0,17.0,72.0,38.0,61.0,1.0,6166,실측
A000000147119,크림,닥터디퍼런트,[집중진정케어] 닥터디퍼런트 시카 메탈 크림 50g,31500,35.0,10.0,81.0,71.0,28.0,2.0,1210,실측
A000000147357,크림,땡큐파머,땡큐파머 강화교동쌀 맑음 젤안에 크림80ml,23800,47.0,5.0,91.0,7.0,81.0,11.0,297,실측
A000000149064,크림,휘게,휘게 릴리프 캐모마일 크림 85g,20000,22.0,14.0,73.0,45.0,55.0,0.0,98,실측
A000000149118,크림,땡큐파머,땡큐파머 트루워터 딥 모이스처크림 EX 80ml,19600,39.0,18.0,81.0,20.0,71.0,8.0,229,실측
A000000149717,크림,바이오더마,바이오더마 세비엄 센서티브 30ml,25000,13.0,40.0,68.0,62.0,35.0,3.0,984,실측
A000000150094,크림,마녀공장,마녀공장 비피다 바이옴 아쿠아 배리어 크림 80ml 증정기획 (+20mlx2ea),20800,33.0,10.0,79.0,25.0,70.0,5.0,1097,실측
A000000152580,크림,유리아쥬,[SOS 손상개선크림] 유리아쥬 배리어덤 시카 크림 40ml,18000,45.0,8.0,73.0,59.0,39.0,2.0,461,실측
A000000153874,크림,라네즈,[2주 톤업] 라네즈 래디언씨 크림 30ml 기획 (+7+7ml),25600,33.0,7.0,59.0,20.0,33.0,47.0,2161,실측
A000000154627,크림,아이소이,[코어탄력스팟] 아이소이 인텐시브 리프팅 스팟 25ml,29200,45.0,6.0,66.0,17.0,37.0,45.0,843,실측
A000000155351,크림,더말로지카,[속보습/보송피부결] 더말로지카 딥모이스춰 스킨 스무딩 크림 50ml,61000,43.68,9.65,76.15,31.78,52.98,0.0,11,예측
A000000156146,크림,헤이네이처,헤이네이처 어성초 크림 80g,35000,18.0,18.0,65.0,70.0,29.0,1.0,188,실측
