성분코드,성분명,영문명,CAS,구명칭,배합목적
120,아라비안자스민꽃추출물,Jasminum Sambac (Jasmine) Flower Extract,91770-14-8,말리화꽃추출물,착향제
113,말레익애씨드,Maleic Acid,"110-16-7
6915-18-0",,착향제;pH 조정제
99,구아이아줄렌,Guaiazulene,489-84-9,,착향제;착색제
95,마텔잎수,Myrtus Communis Leaf Water,,,착향제
68,마누카가지/잎오일,Leptospermum Scoparium Branch/Leaf Oil,"223749-44-8
219828-87-2",,착향제
34,구아검,Cyamopsis Tetragonoloba (Guar) Gum,9000-30-0,,착향제;유화안정제;점도증가제(수성);결합제
33,리피아 시도이데스잎오일,Lippia Sidoides Leaf Oil,,,착향제
24,리씨열매오일,Litsea Cubeba Fruit Oil,68855-99-2,,착향제
20,리모넨,Limonene,"68647-72-3 (generic)
5989-27-5(D-)
7705-13-7(D-)
138-86-3 (DL-)
138-86-3
7705-14-8
5989-27-5
5989-54-8",,착향제;용제
10,리날릴아세테이트,Linalyl Acetate,115-95-7,,착향제
9,리날룰,Linalool,78-70-6,,착향제
7109,카피르라임껍질압착오일,Citrus Hystrix Peel Oil Expressed,91771-50-5,,향료
6274,스페인세이지잎오일,Salvia Lavandulifolia Leaf Oil,,,향료
5059,히솝잎오일,Hyssopus Officinalis Leaf Oil,8006-83-5,,향료
4899,헬리오트로핀,Heliotropine,120-57-0,,향료
4550,하이드로제네이티드로진,Hydrogenated Rosin,65997-06-0,,향료;피막형성제;결합제
4483,피피지-38-부테스-37,PPG-38-Buteth-37,"9038-95-3(Generic)
9065-63-8(",,향료;모발컨디셔닝제
4481,피피지-26-부테스-26,PPG-26-Buteth-26,"9038-95-3(generic)
9065-63-8(",,향료;모발컨디셔닝제
4480,피피지-17-부테스-17,PPG-17-Buteth-17,"9038-95-3(Generic)
9065-63-8(",,향료;모발컨디셔닝제
4477,피피지-12-부테스-16,PPG-12-Buteth-16,"9038-95-3(Generic)
9065-63-8(",,향료;용제;모발컨디셔닝제
4476,피피지-7-부테스-10,PPG-7-Buteth-10,"9038-95-3(Generic)
9065-63-8(",,향료;용제;모발컨디셔닝제
4411,피이지-200하이드로제네이티드캐스터오일,PEG-200 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4410,피이지-100하이드로제네이티드캐스터오일,PEG-100 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4409,피이지-80하이드로제네이티드캐스터오일,PEG-80 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4408,피이지-60하이드로제네이티드캐스터오일,PEG-60 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4407,피이지-50하이드로제네이티드캐스터오일,PEG-50 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4405,피이지-30하이드로제네이티드캐스터오일,PEG-30 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4404,피이지-25하이드로제네이티드캐스터오일,PEG-25 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4402,피이지-20하이드로제네이티드캐스터오일,PEG-20 Hydrogenated Castor Oil,61788-85-0(Generic),,향료
4046,피나무꽃수,Tilia Cordata Flower Water,,,향료
4019,프롤린,Proline,"147-85-3 (L-)
609-36-9 (DL-)",,향료;모발컨디셔닝제
4016,프로필아세테이트,Propyl Acetate,109-60-4,,향료;용제
4010,프로필렌글라이콜알지네이트,Propylene Glycol Alginate,9005-37-2,,향료;결합제
3980,프렌치라벤더추출물,Lavandula Stoechas Extract,90063-38-0,,향료
3712,포트마조람꽃오일,Origanum Heracleoticum Flower Oil,,,향료
3640,편백오일,Chamaecyparis Obtusa Oil,91745-97-0(generic),,향료
3610,펜타데카락톤,Pentadecalactone,106-02-5,,향료
3606,페퍼민트잎수,Mentha Piperita (Peppermint) Leaf Water,84082-70-2,,향료;감미제
3605,페퍼민트잎,Mentha Piperita (Peppermint) Leaf,,,향료
3604,페퍼민트오일,Mentha Piperita (Peppermint) Oil,"8006-90-4
84082-70-2",,향료
3585,페닐알라닌,Phenylalanine,"63-91-2(L-Form)
150-30-1(dl-a",,향료;모발컨디셔닝제
3540,팔마로사오일,Cymbopogon Martini Oil,8014-19-5,,향료
3474,파네실아세테이트,Farnesyl Acetate,29548-30-9,,향료
3436,티아민에이치씨엘,Thiamine HCl,67-03-08,,향료
3433,티몰,Thymol,89-83-8,,향료
3431,트립토판,Tryptophan,"54-12-6(dl-alpha)
73-22-3(L-F",,향료;모발컨디셔닝제
3313,트레오닌,Threonine,"72-19-5(L-Form)
80-68-2(dl-al",,향료;모발컨디셔닝제
3281,토마토수,Solanum Lycopersicum (Tomato) Fruit Water,90131-63-8,,향료
3256,4-터피네올,4-Terpineol,562-74-3,,향료
3255,터피네올,Terpineol,"8000-41-7
8006-39-1
98-55-5",,향료
3230,타우린,Taurine,107-35-7,,향료
3214,키위수,Actinidia Chinensis (Kiwi) Fruit Water,,,향료
3204,클로브줄기오일,Eugenia Caryophyllus (Clove) Stem Oil,,,향료;감미제
3203,클로브잎오일,Eugenia Caryophyllus (Clove) Leaf Oil,"8000-34-8
8015-97-2",,향료
3201,클로브꽃추출물,Eugenia Caryophyllus (Clove) Flower Extract,84961-50-2,,향료
3200,클로브꽃오일,Eugenia Caryophyllus (Clove) Flower Oil,,,향료
3172,크로토닉애씨드,Crotonic Acid,3724-65-0,,향료
3004,커리플랜트꽃오일,Helichrysum Angustifolium Flower Oil,8023-95-8,,향료
3000,캠퍼,Camphor,"76-22-2
464-49-3",,향료;가소제
2978,캐러웨이열매오일,Carum Carvi (Caraway) Fruit Oil,8000-42-8,,향료
2960,칼슘알지네이트,Calcium Alginate,9005-35-0,,향료
2894,카제푸트오일,Melaleuca Leucadendron Cajaput Oil,85480-37-1,,향료
2864,카라멜,Caramel,8028-89-5,,향료;착색제
2855,치커리뿌리추출물,Cichorium Intybus (Chicory) Root Extract,68650-43-1,,향료
2799,참당귀추출물,Angelica Gigas Extract,,,향료
2640,장미꽃오일,Rose Flower Oil,8007-01-0,,향료
2630,자주개자리추출물,Medicago Sativa (Alfalfa) Extract,84082-36-0,,향료
2600,자몽껍질오일,Citrus Paradisi (Grapefruit) Peel Oil,"8016-20-4
90045-43-5",,향료
