성분코드,성분명,영문명,CAS,구명칭,배합목적
4986,황수선추출물,Narcissus Jonquilla Extract,90064-25-8,,피부컨디셔닝제(기타)
4984,신코나추출물,Cinchona Calisaya Extract,89997-70-6,황색기나나무추출물,피부컨디셔닝제(기타)
4972,다이메틸아크릴아마이드/아크릴릭애씨드/폴리스타이렌에틸메타아크릴레이트코폴리머,Dimethylacrylamide/Acrylic Acid/Polystyrene Ethyl Methacrylate Copolymer,,디메칠아크릴아마이드/아크릴릭애씨드/폴리스타이렌에칠메타크릴레이트코폴리머,피부컨디셔닝제(기타);점도증가제(수성);피막형성제
4969,황벽나무껍질추출물,Phellodendron Amurense Bark Extract,164288-52-2,황백추출물,피부컨디셔닝제(기타)
4966,황기뿌리추출물,Astragalus Membranaceus Root Extract,94166-93-5,황기추출물,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
4963,황,Sulfur,7704-34-9,,피부컨디셔닝제(기타);헤어컨디셔닝제
4961,다이메틸실란올하이알루로네이트,Dimethylsilanol Hyaluronate,135507-00-5,디메칠실라놀하이알루로네이트,피부컨디셔닝제(기타)
4960,화초껍질/열매/꽃/줄기추출물,Zanthoxylum Bungeanum Bark/Fruit/Flower/Stalk Extract,,,피부컨디셔닝제(기타)
4958,흰버드나무잎추출물,Salix Alba (Willow) Leaf Extract,84082-82-6,화이트윌로우잎추출물,피부컨디셔닝제(기타)
4953,잇꽃꽃추출물,Carthamus Tinctorius (Safflower) Flower Extract,223749-52-8 (generic),홍화추출물,피부컨디셔닝제(기타)
4952,사플라워오일/팜오일아미노프로판다이올에스터,Safflower Oil/Palm Oil Aminopropanediol Esters,,홍화오일/팜오일아미노프로판디올에스터,피부컨디셔닝제(기타)
4949,홍삼추출물,Panax Ginseng Root Extract,"72480-62-7
1449115-64-3",,피부컨디셔닝제(기타)
4948,홍삼가루,Panax Ginseng Root Powder,"72480-62-7
1449115-64-3",,피부컨디셔닝제(기타)
4947,만병초추출물,Rhododendron Brachycarpum Extract,,홍만병초추출물,피부컨디셔닝제(기타)
4945,홀리바질잎추출물,Ocimum Sanctum Leaf Extract,91845-35-1 (generic),홀리바실추출물,피부컨디셔닝제(기타)
4941,호호바오일피이지-8에스터,Jojoba Oil PEG-8 Esters,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4938,호호바알코올,Jojoba Alcohol,,,피부컨디셔닝제(기타);점도증가제(비수성)
4937,호호바씨추출물,Simmondsia Chinensis (Jojoba) Seed Extract,90045-98-0,,피부컨디셔닝제(기타)
4933,호프추출물,Humulus Lupulus (Hops) Extract,"8016-25-9
8060-28-4",,피부컨디셔닝제(기타);착향제
4931,호제비꽃추출물,Viola Yedoensis Extract,,,피부컨디셔닝제(기타)
4929,바위취추출물,Saxifraga Sarmentosa Extract,164288-53-3,호이초추출물,피부컨디셔닝제(기타)
4927,호스테일켈프추출물,Laminaria Digitata Extract,"90046-12-1
92128-82-0",,피부컨디셔닝제(기타);피부보호제;착향제
4926,호스테일켈프가루,Laminaria Digitata Powder,,,피부컨디셔닝제(기타)
4925,에퀴세툼 기간테움추출물,Equisetum Giganteum Extract,,호스테일추출물,피부컨디셔닝제(기타)
4924,페포호박열매추출물,Cucurbita Pepo (Pumpkin) Fruit Extract,89998-03-8,호박추출물,피부컨디셔닝제(기타)
4923,페포호박씨추출물,Cucurbita Pepo (Pumpkin) Seed Extract,89998-03-8,호박씨추출물,피부컨디셔닝제(기타)
4920,호밀추출물,Secale Cereale (Rye) Seed Extract,,,피부컨디셔닝제(기타)
4918,큰노랑꽃자리풀씨추출물,Trigonella Foenum-Graecum Seed Extract,84625-40-1,호로파씨추출물,피부컨디셔닝제(기타);착향제
4917,다이메틸라우라민아이소스테아레이트,Dimethyl Lauramine Isostearate,70729-87-2,디메칠라우라민이소스테아레이트,피부컨디셔닝제(기타);헤어컨디셔닝제
4916,호두추출물,Juglans Regia (Walnut) Seed Extract,84012-43-1 (generic),,피부컨디셔닝제(기타)
4914,호두나무잎추출물,Juglans Regia (Walnut) Leaf Extract,84012-43-1,,피부컨디셔닝제(기타);착향제
4913,호두나무열매껍질추출물,Juglans Regia (Walnut) Shell Extract,84012-43-1,호두껍질추출물,피부컨디셔닝제(기타);착향제
4910,호동씨오일,Calophyllum Inophyllum Seed Oil,,,피부컨디셔닝제(기타);산화방지제;광안정화제;헤어컨디셔닝제
4908,호노키올,Honokiol,35354-74-6,,피부컨디셔닝제(기타);산화방지제
4907,형개추출물,Schizonepeta Tenuifolia Extract,,,피부컨디셔닝제(기타)
4906,다이메틸라우라민올리에이트,Dimethyl Lauramine Oleate,,디메칠라우라민올리에이트,피부컨디셔닝제(기타);헤어컨디셔닝제
4905,검정콩추출물,Glycine Max (Soybean) Seed Extract,,,피부컨디셔닝제(기타);피부보호제;헤어컨디셔닝제
4903,조선현호색뿌리추출물,Corydalis Turtschaninovii Root Extract,,현호색추출물,피부컨디셔닝제(기타)
4902,이질풀추출물,Geranium Thunbergii Extract,,현초추출물,피부컨디셔닝제(기타)
4897,헨나잎추출물,Lawsonia Inermis (Henna) Leaf Extract,84929-30-6,,피부컨디셔닝제(기타);헤어컨디셔닝제
4896,헨나꽃/열매/잎추출물,Lawsonia Inermis (Henna) Flower/Fruit/Leaf Extract,84929-30-6,,피부컨디셔닝제(기타)
4889,헥실다이메티콘,Hexyl Dimethicone,,헥실디메치콘,피부컨디셔닝제(기타);헤어컨디셔닝제
4879,3-헥센올,3-Hexenol,928-96-1,,피부컨디셔닝제(기타);착향제
4876,헥사펩타이드-11,Hexapeptide-11,,,피부컨디셔닝제(기타)
4875,헥사펩타이드-10,Hexapeptide-10,,,피부컨디셔닝제(기타)
4874,헥사펩타이드-9,Hexapeptide-9,,,피부컨디셔닝제(기타)
4873,헥사펩타이드-3,Hexapeptide-3,,,피부컨디셔닝제(기타)
4871,헥사펩타이드-2,Hexapeptide-2,,,피부컨디셔닝제(기타)
4866,헥사노일다이펩타이드-3노류신아세테이트,Hexanoyl Dipeptide-3 Norleucine Acetate,,헥사노일디펩타이드-3노류신아세테이트,피부컨디셔닝제(기타)
4865,헤어케라틴아미노산,Hair Keratin Amino Acids,65072-01-7,,피부컨디셔닝제(기타);헤어컨디셔닝제
4860,헤스페레틴라우레이트,Hesperetin Laurate,,,피부컨디셔닝제(기타);보습제;산화방지제
4855,향수련뿌리추출물,Nymphaea Odorata Root Extract,90064-35-0,,피부컨디셔닝제(기타)
4854,향부자추출물,Cyperus Rotundus Root Extract,85085-54-7,,피부컨디셔닝제(기타)
4853,향모추출물,Hierochloe Odorata Extract,91770-13-7,,피부컨디셔닝제(기타)
4849,향나무목부추출물,Juniperus Chinensis Xylem Extract,,향나무추출물,피부컨디셔닝제(기타)
4848,살구씨추출물,Prunus Armeniaca (Apricot) Kernel Extract,68650-44-2,행인추출물,피부컨디셔닝제(기타)
4846,잣나무씨추출물,Pinus Koraiensis Seed Extract,,해송자추출물,피부컨디셔닝제(기타)
4844,해바라기추출물,Helianthus Annuus (Sunflower) Extract,,,피부컨디셔닝제(기타)
4842,해바라기씨오일불검화물,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4841,다이메티콘/피이지-15크로스폴리머,Dimethicone/PEG-15 Crosspolymer,,디메치콘/피이지-15크로스폴리머,피부컨디셔닝제(기타);계면활성제(유화제);유화안정제;점도증가제(수성)
4840,해바라기씨오일,Helianthus Annuus (Sunflower) Seed Oil,"164250-88-8
8001-21-6",,피부컨디셔닝제(기타);피부컨디셔닝제(수분차단제)
4838,해바라기씨,Helianthus Annuus (Sunflower) Seed,,,피부컨디셔닝제(기타);연마제
4836,거머리말추출물,Zostera Marina Extract,,해대추출물,피부컨디셔닝제(기타)
4835,해당화꽃추출물,Rosa Rugosa Flower Extract,92347-25-6(generic),해당화추출물,피부컨디셔닝제(기타)
4834,해국추출물,Aster Spathulifolius Extract,,,피부컨디셔닝제(기타)
4828,함수초잎추출물,Mimosa Pudica Leaf Extract,,,피부컨디셔닝제(기타)
4827,함박꽃추출물,Magnolia Sieboldii Flower Extract,,,피부컨디셔닝제(기타)
4826,함박꽃오일,Magnolia Sieboldii Flower Oil,,,피부컨디셔닝제(기타)
4825,한련추출물,Tropaeolum Majus Extract,84625-49-0,,피부컨디셔닝제(기타)
4824,한련초추출물,Eclipta Prostrata Extract,,,피부컨디셔닝제(기타)
4823,한련꽃추출물,Tropaeolum Majus Flower Extract,,,피부컨디셔닝제(기타)
4822,하이알루로닉애씨드,Hyaluronic Acid,9004-61-9,,피부컨디셔닝제(기타);점도증가제(수성)
4820,하이드롤라이즈드효모추출물,Hydrolyzed Yeast Extract,,,피부컨디셔닝제(기타)
4818,하이드롤라이즈드효모단백질,Hydrolyzed Yeast Protein,"100684-36-4
227025-31-2",,피부컨디셔닝제(기타);헤어컨디셔닝제
4817,하이드롤라이즈드효모,Hydrolyzed Yeast,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4816,하이드롤라이즈드진주담치족사,Hydrolyzed Mytilus Edulis Byssus,,하이드롤라이즈드홍합족사,피부컨디셔닝제(기타)
4815,하이드롤라이즈드홍삼,Hydrolyzed Ginseng Root,,,피부컨디셔닝제(기타)
4811,하이드롤라이즈드헤이즐넛단백질,Hydrolyzed Hazelnut Protein,,,피부컨디셔닝제(기타)
4808,하이드롤라이즈드피브로넥틴,Hydrolyzed Fibronectin,"73049-73-7
100085-35-6",,피부컨디셔닝제(기타);헤어컨디셔닝제
4806,하이드롤라이즈드태반추출물,Hydrolyzed Placental Extract,,,피부컨디셔닝제(기타)
4804,하이드롤라이즈드콩추출물,Hydrolyzed Soybean Extract,,,피부컨디셔닝제(기타)
4803,하이드롤라이즈드콩단백질피지-프로필메틸실란다이올,Hydrolyzed Soy Protein PG-Propyl Methylsilanediol,,하이드롤라이즈드소이프로테인피지-프로필메칠실란디올,피부컨디셔닝제(기타);헤어컨디셔닝제
4802,하이드롤라이즈드콩단백질,Hydrolyzed Soy Protein,68607-88-5,하이드롤라이즈드소이단백질,피부컨디셔닝제(기타);헤어컨디셔닝제
4801,하이드롤라이즈드콩가루,Hydrolyzed Soy Flour,,,피부컨디셔닝제(기타)
4800,하이드롤라이즈드콜라겐헥실데실에스터,Hexyldecyl Ester of Hydrolyzed Collagen,169590-83-4,,피부컨디셔닝제(기타);헤어컨디셔닝제
4797,검정콩뿌리혹추출물,Glycine Max (Soybean) Symbiosome Extract,,,피부컨디셔닝제(기타);산화방지제
4795,하이드롤라이즈드콘키올린단백질,Hydrolyzed Conchiolin Protein,73049-73-7,하이드롤라이즈드콘키올린프로테인,피부컨디셔닝제(기타);헤어컨디셔닝제
4794,하이드롤라이즈드케라틴피지-프로필메틸실란다이올,Hydrolyzed Keratin PG-Propyl Methylsilanediol,,하이드롤라이즈드케라틴피지-프로필메칠실란디올,피부컨디셔닝제(기타);헤어컨디셔닝제
4793,하이드롤라이즈드케라틴에틸에스터,Ethyl Ester of Hydrolyzed Keratin,,하이드롤라이즈드케라틴에칠에스터,피부컨디셔닝제(기타);헤어컨디셔닝제
4791,하이드롤라이즈드카세인,Hydrolyzed Casein,"65072-00-6
73049-73-7",,피부컨디셔닝제(기타);헤어컨디셔닝제
4789,하이드롤라이즈드참산호말,Hydrolyzed Corallina Officinalis,,,피부컨디셔닝제(기타)
4788,하이드롤라이즈드제인,Hydrolyzed Zein,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4787,하이드롤라이즈드자일란,Hydrolyzed Xylan,,,피부컨디셔닝제(기타)
4783,하이드롤라이즈드완두콩단백질,Hydrolyzed Pea Protein,"73049-73-7
222400-29-5",,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);헤어컨디셔닝제
4780,하이드롤라이즈드옥수수단백질,Hydrolyzed Corn Protein,100209-41-4,,피부컨디셔닝제(기타);헤어컨디셔닝제
4779,하이드롤라이즈드오크라추출물,Hydrolyzed Hibiscus Esculentus Extract,,,피부컨디셔닝제(기타)
4778,하이드롤라이즈드엘라스틴,Hydrolyzed Elastin,"100085-10-7
73049-73-7
91080-18-1",,피부컨디셔닝제(기타);헤어컨디셔닝제
4777,하이드롤라이즈드악틴,Hydrolyzed Actin,73049-73-7,하이드롤라이즈드액틴,피부컨디셔닝제(기타);헤어컨디셔닝제
4774,하이드롤라이즈드알진,Hydrolyzed Algin,73049-73-7,,피부컨디셔닝제(기타);헤어컨디셔닝제
4773,하이드롤라이즈드알엔에이,Hydrolyzed RNA,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4771,하이드롤라이즈드쌀추출물,Hydrolyzed Rice Extract,,,피부컨디셔닝제(기타)
4770,하이드롤라이즈드쌀단백질,Hydrolyzed Rice Protein,"100209-45-8(generic)
156715-4",,피부컨디셔닝제(기타);헤어컨디셔닝제
4768,하이드롤라이즈드쌀겨단백질,Hydrolyzed Rice Bran Protein,94350-05-7,,피부컨디셔닝제(기타);헤어컨디셔닝제
4767,하이드롤라이즈드실크피지-프로필메틸실란다이올크로스폴리머,Hydrolyzed Silk PG-Propyl Methylsilanediol Crosspolymer,,하이드롤라이즈드실크피지-프로필메칠실란디올크로스폴리머,피부컨디셔닝제(기타);헤어컨디셔닝제
4766,하이드롤라이즈드실크피지-프로필메틸실란다이올,Hydrolyzed Silk PG-Propyl Methylsilanediol,,하이드롤라이즈드실크피지-프로필메칠실란디올,피부컨디셔닝제(기타);헤어컨디셔닝제
4765,하이드롤라이즈드실크에틸에스터,Ethyl Ester of Hydrolyzed Silk,,하이드롤라이즈드실크에칠에스터,피부컨디셔닝제(기타);헤어컨디셔닝제
4762,하이드롤라이즈드식물성단백질피지-프로필실란트라이올,Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,,하이드롤라이즈드식물성단백질피지-프로필실란트리올,피부컨디셔닝제(기타);헤어컨디셔닝제
4760,하이드롤라이즈드스위트아몬드단백질,Hydrolyzed Sweet Almond Protein,100209-19-6,하이드롤라이즈드스위트아몬드프로테인,피부컨디셔닝제(기타);헤어컨디셔닝제
4758,하이드롤라이즈드세럼프로테인,Hydrolyzed Serum Protein,73049-73-7,,피부컨디셔닝제(기타);헤어컨디셔닝제
4756,하이드롤라이즈드서양자두,Hydrolyzed Prunus Domestica,,,피부컨디셔닝제(기타)
4754,하이드롤라이즈드산호,Hydrolyzed Coral,,,피부컨디셔닝제(기타)
4752,하이드롤라이즈드브라질넛단백질,Hydrolyzed Brazil Nut Protein,,하이드롤라이즈드브라질넛프로테인,피부컨디셔닝제(기타);헤어컨디셔닝제
4751,하이드롤라이즈드바오밥나무추출물,Hydrolyzed Adansonia Digitata Extract,91745-12-9,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
4750,하이드롤라이즈드우유단백질,Hydrolyzed Milk Protein,92797-39-2,하이드롤라이즈드밀크프로테인,피부컨디셔닝제(기타);헤어컨디셔닝제
4748,하이드롤라이즈드밀단백질피지-프로필실란트라이올,Hydrolyzed Wheat Protein PG-Propyl Silanetriol,,하이드롤라이즈드밀단백질피지-프로필실란트리올,피부컨디셔닝제(기타);헤어컨디셔닝제
4747,하이드롤라이즈드밀단백질피지-프로필메틸실란다이올,Hydrolyzed Wheat Protein PG-Propyl Methylsilanediol,,하이드롤라이즈드위트프로테인피지-프로필메칠실란디올,피부컨디셔닝제(기타);헤어컨디셔닝제
4744,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,"100209-50-5
222400-28-4
70084-87-6
94350-06-8
94350-06-8",,피부컨디셔닝제(기타);피막형성제;헤어컨디셔닝제
4743,하이드롤라이즈드밀글루텐,Hydrolyzed Wheat Gluten,100684-25-1,,피부컨디셔닝제(기타);헤어컨디셔닝제
4742,다이메티콘프로필피지-베타인,Dimethicone Propyl PG-Betaine,,디메치콘프로필피지-베타인,피부컨디셔닝제(기타);계면활성제(세정제);계면활성제(거품촉진제);점도증가제(수성);정전기방지제;헤어컨디셔닝제
4741,하이드롤라이즈드밀가루,Hydrolyzed Wheat Flour,,,피부컨디셔닝제(기타)
4737,하이드롤라이즈드아마추출물,Hydrolyzed Linseed Extract,,하이드롤라이즈드린씨드추출물,피부컨디셔닝제(기타)
4735,하이드롤라이즈드루핀단백질,Hydrolyzed Lupine Protein,73049-73-7,하이드롤라이즈드루핀프로테인,피부컨디셔닝제(기타);헤어컨디셔닝제
4731,다이메티콘/폴리글리세린-3크로스폴리머,Dimethicone/Polyglycerin-3 Crosspolymer,,디메치콘/폴리글리세린-3크로스폴리머,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(세정제);계면활성제(용해보조제);점도증가제(비수성)
4730,하이드롤라이즈드디엔에이,Hydrolyzed DNA,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4729,하이드롤라이즈드동물성단백질에틸에스터,Ethyl Ester of Hydrolyzed Animal Protein,68951-89-3,하이드롤라이즈드동물성단백질에칠에스터,피부컨디셔닝제(기타);헤어컨디셔닝제
4728,하이드롤라이즈드대구단백질,Hydrolyzed Gadidae Protein,73049-73-7,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피막형성제
4724,하이드롤라이즈드참깨단백질피지-프로필메틸실란다이올,Hydrolyzed Sesame Protein PG-Propyl Methylsilanediol,,하이드롤라이즈드세서미프로테인피지-프로필메칠실란디올,피부컨디셔닝제(기타);헤어컨디셔닝제
4723,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,156715-51-4,,피부컨디셔닝제(기타);헤어컨디셔닝제
4721,하이드롤라이즈드귀리가루,Hydrolyzed Oat Flour,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4719,하이드롤라이즈드귀리,Hydrolyzed Oats,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4714,하이드롤라이즈드조류추출물,Hydrolyzed Algae Extract,,하이드롤라이즈드갈조추출물,피부컨디셔닝제(기타)
4711,하이드록실레이티드라놀린,Hydroxylated Lanolin,68424-66-8,,피부컨디셔닝제(기타);결합제
4710,하이드록시프롤린,Hydroxyproline,"51-35-4(L-)
6912-67-0",,피부컨디셔닝제(기타);헤어컨디셔닝제
4708,하이드록시프로필트라이모늄허니,Hydroxypropyltrimonium Honey,223705-79-1,하이드록시프로필트리모늄허니,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4706,하이드록시프로필트라이모늄하이드롤라이즈드콩단백질,Hydroxypropyltrimonium Hydrolyzed Soy Protein,156715-44-5,하이드록시프로필트리모늄하이드롤라이즈드소이프로테인,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4705,하이드록시프로필트라이모늄하이드롤라이즈드콜라겐,Hydroxypropyltrimonium Hydrolyzed Collagen,"111174-62-0
11308-59-1
83138",하이드록시프로필트리모늄하이드롤라이즈드콜라겐,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4704,하이드록시프로필트라이모늄하이드롤라이즈드콘키올린프로테인,Hydroxypropyltrimonium Hydrolyzed Conchiolin Protein,,하이드록시프로필트리모늄하이드롤라이즈드콘키올린프로테인,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4703,하이드록시프로필트라이모늄하이드롤라이즈드케라틴,Hydroxypropyltrimonium Hydrolyzed Keratin,,하이드록시프로필트리모늄하이드롤라이즈드케라틴,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4702,하이드록시프로필트라이모늄하이드롤라이즈드카제인,Hydroxypropyltrimonium Hydrolyzed Casein,,하이드록시프로필트리모늄하이드롤라이즈드카제인,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4700,하이드록시프로필트라이모늄하이드롤라이즈드쌀단백질,Hydroxypropyltrimonium Hydrolyzed Rice Protein,,하이드록시프로필트리모늄하이드롤라이즈드라이스프로테인,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4699,하이드록시프로필트라이모늄하이드롤라이즈드실크,Hydroxypropyltrimonium Hydrolyzed Silk,,하이드록시프로필트리모늄하이드롤라이즈드실크,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4698,다이메티콘크로스폴리머-3,Dimethicone Crosspolymer-3,,디메치콘크로스폴리머-3,피부컨디셔닝제(기타);미끄럼조정제/활택제
4696,하이드록시프로필트라이모늄하이드롤라이즈드밀단백질,Hydroxypropyltrimonium Hydrolyzed Wheat Protein,,하이드록시프로필트리모늄하이드롤라이즈드위트프로테인,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4695,하이드록시프로필트라이모늄하이드롤라이즈드귀리단백질,Hydroxypropyltrimonium Hydrolyzed Oat Protein,,하이드록시프로필트리모늄하이드롤라이즈드오트프로테인,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4693,하이드록시프로필테트라하이드로피란트라이올,Hydroxypropyl Tetrahydropyrantriol,439685-79-7,하이드록시프로필테트라하이드로피란트리올,피부컨디셔닝제(기타)
4691,하이드록시프로필옥시다이즈드스타치피지-트라이모늄클로라이드,Hydroxypropyl Oxidized Starch PG-Trimonium Chloride,,하이드록시프로필옥시다이즈드스타치피지-트리모늄클로라이드,피부컨디셔닝제(기타);보습제;피막형성제;헤어컨디셔닝제
4689,하이드록시프로필알지닌라우릴/미리스틸에터에이치씨엘,Hydroxypropyl Arginine Lauryl/Myristyl Ether HCl,,하이드록시프로필알지닌라우릴/미리스틸에텔에이치씨엘,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4670,하이드록시페닐프로파미도벤조익애씨드,Hydroxyphenyl Propamidobenzoic Acid,697235-49-7,,피부컨디셔닝제(기타)
4668,하이드록시팔미토일스핑가닌,Hydroxypalmitoyl Sphinganine,,,피부컨디셔닝제(기타);헤어컨디셔닝제
4667,하이드록시카프릴릭애씨드,Hydroxycaprylic Acid,617-73-2,,피부컨디셔닝제(기타)
4663,하이드록시아이소류신,Hydroxyisoleucine,55399-93-4,하이드록시이소류신,피부컨디셔닝제(기타);보습제
4650,하이드록시에틸세테아라미도프로필다이모늄클로라이드,Hydroxyethyl Cetearamidopropyldimonium Chloride,243982-96-9,하이드록시에칠세테아라미도프로필디모늄클로라이드,피부컨디셔닝제(기타);정전기방지제;헤어컨디셔닝제
4640,하이드록시신나믹애씨드,Hydroxycinnamic Acid,"25429-38-3
7400-08-0",,피부컨디셔닝제(기타)
4630,3-하이드록시벤조익애씨드,3-Hydroxybenzoic Acid,99-06-9,,피부컨디셔닝제(기타)
4601,다이메티콘올/실세스퀴옥세인코폴리머,Dimethiconol/Silsesquioxane Copolymer,68554-67-6,디메치콘올/실세스퀴옥산코폴리머,피부컨디셔닝제(기타);피막형성제;정전기방지제;헤어컨디셔닝제;모발고정제
4587,하이드로제네이티드캐스터오일다이머다이리놀레에이트,Hydrogenated Castor Oil Dimer Dilinoleate,,하이드로제네이티드캐스터오일다이머디리놀리에이트,피부컨디셔닝제(기타);피부보호제;결합제;헤어컨디셔닝제
4584,하이드로제네이티드아이소세틸올리베이트,Hydrogenated Isocetyl Olivate,,하이드로제네이티드이소세틸올리베이트,피부컨디셔닝제(기타);보습제;결합제
4580,하이드로제네이티드올리브오일불검화물,Hydrogenated Olive Oil Unsaponifiables,,,피부컨디셔닝제(기타);모발컨디셔닝제
4540,하이드로제네이티드다이데센,Hydrogenated Didecene,68649-11-6,하이드로제네이티드디데센,피부컨디셔닝제(기타)
4535,하와이무궁화꽃/잎추출물,Hibiscus Rosa-Sinensis Flower/Leaf Extract,,,피부컨디셔닝제(기타)
4533,화이트루핀씨추출물,Lupinus Albus Seed Extract,84082-55-3,하얀루핀씨추출물,피부컨디셔닝제(기타)
4532,하슬레아 오스트레아리아추출물,Haslea Ostrearia Extract,,,피부컨디셔닝제(기타)
4531,하수오뿌리추출물,Polygonum Multiflorum Root Extract,,하수오추출물,피부컨디셔닝제(기타)
4530,폴리고나툼 물티플로룸뿌리줄기/뿌리추출물,Polygonatum Multiflorum Rhizome/Root Extract,,하수오뿌리줄기/뿌리추출물,피부컨디셔닝제(기타)
4527,필라칸타 피브로사추출물,Phyllacantha Fibrosa Extract,,,피부컨디셔닝제(기타)
4489,피피지-52부틸에터,PPG-52 Butyl Ether,9003-13-8(generic),피피지-52부틸에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4488,피피지-40부틸에터,PPG-40 Butyl Ether,9003-13-8(generic),피피지-40부틸에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4487,피피지-26부틸에터,PPG-26 Butyl Ether,9003-13-8(generic),피피지-26부틸에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4486,피피지-14부틸에터,PPG-14 Butyl Ether,9003-13-8(generic),피피지-14부틸에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4485,피피지-9부틸에터,PPG-9 Butyl Ether,9003-13-8(generic),피피지-9부틸에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4484,피피지-2부틸에터,PPG-2 Butyl Ether,9003-13-8(generic),피피지-2부틸에텔,피부컨디셔닝제(기타);용제;헤어컨디셔닝제
4482,피피지-36-부테스-36,PPG-36-Buteth-36,"9038-95-3(Generic)
9065-63-8(",,피부컨디셔닝제(기타);착향제;계면활성제(세정제);계면활성제(용해보조제);헤어컨디셔닝제
4478,피피지-15-부테스-20,PPG-15-Buteth-20,"9038-95-3(generic)
9065-63-8(",,피부컨디셔닝제(기타);착향제;계면활성제(유화제);용제;헤어컨디셔닝제
4475,피피지-2-부테스-2,PPG-2-Buteth-2,"9038-95-3(Generic)
9065-53-8(",,피부컨디셔닝제(기타);착향제;계면활성제(유화제);헤어컨디셔닝제
4473,피피지-2미리스틸에터프로피오네이트,PPG-2 Myristyl Ether Propionate,74775-06-7,피피지-2미리스틸에텔프로피오네이트,피부컨디셔닝제(기타)
4469,피피지-20메틸글루코오스에터,PPG-20 Methyl Glucose Ether,,피피지-20메칠글루코오스에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4466,피피지-10메틸글루코오스에터,PPG-10 Methyl Glucose Ether,,피피지-10메칠글루코오스에텔,피부컨디셔닝제(기타);헤어컨디셔닝제
4455,피피지-13-데실테트라데세스-24,PPG-13-Decyltetradeceth-24,72484-69-6(generic),,피부컨디셔닝제(기타)
4448,피피지-26,PPG-26,25322-69-4(Generic),,피부컨디셔닝제(기타)
4444,피피지-7,PPG-7,25322-69-4(Generic),,피부컨디셔닝제(기타);용제
4440,피토스테릴카놀라글리세라이즈,Phytosteryl Canola Glycerides,68990-51-2,피토스테릴카놀라글리세라이드,피부컨디셔닝제(기타);헤어컨디셔닝제
4427,피탄트라이올,Phytantriol,74563-64-7,피탄트리올,피부컨디셔닝제(기타);헤어컨디셔닝제
4420,피이지-60하이드로제네이티드캐스터오일피씨에이아이소스테아레이트,PEG-60 Hydrogenated Castor Oil PCA Isostearate,,피이지-60하이드로제네이티드캐스터오일피씨에이이소스테아레이트,피부컨디셔닝제(기타)
4419,피이지-40하이드로제네이티드캐스터오일피씨에이아이소스테아레이트,PEG-40 Hydrogenated Castor Oil PCA Isostearate,,피이지-40하이드로제네이티드캐스터오일피씨에이이소스테아레이트,피부컨디셔닝제(기타)
4418,피이지-30하이드로제네이티드캐스터오일피씨에이아이소스테아레이트,PEG-30 Hydrogenated Castor Oil PCA Isostearate,,피이지-30하이드로제네이티드캐스터오일피씨에이이소스테아레이트,피부컨디셔닝제(기타)
4384,피이지/피피지-10/3올레일에터다이메티콘,PEG/PPG-10/3 Oleyl Ether Dimethicone,,피이지/피피지-10/3올레일에텔디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);계면활성제(용해보조제);유화안정제;헤어컨디셔닝제
4369,피이지/피피지-16/8다이메티콘,PEG/PPG-16/8 Dimethicone,,피이지/피피지-16/8디메치콘,피부컨디셔닝제(기타);계면활성제(유화제);미끄럼조정제/활택제;기포방지제
